No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
4988,16.0,73.0,1.0,72.0,400.0,22.0,12.8,1015.3,8.1,0.0,0.9
4989,34.0,94.0,2.0,80.0,500.0,10.0,12.8,1015.8,4.7,0.0,0.9
4990,34.0,57.0,2.0,79.0,800.0,1.0,12.4,1016.1,3.3,0.0,0.8
4991,20.0,57.0,1.0,71.0,400.0,3.0,12.7,1016.5,2.2,0.0,1.1
4992,15.0,33.0,1.0,67.0,300.0,5.0,11.3,1017.0,2.6,0.0,0.6
4993,12.0,19.0,1.0,57.0,100.0,11.0,9.2,1017.1,3.4,0.0,0.4
4994,13.0,23.0,1.0,54.0,100.0,12.0,8.1,1017.3,5.7,0.0,0.5
4995,9.0,24.0,1.0,58.0,100.0,4.0,7.0,1017.3,4.0,0.0,0.5
4996,6.0,21.0,1.0,62.0,100.0,1.0,7.4,1017.2,5.9,0.0,0.5
4997,6.0,20.0,1.0,61.0,200.0,1.0,6.6,1017.3,5.5,0.0,0.7
4998,16.0,35.0,1.0,60.0,300.0,1.0,6.3,1017.5,5.7,0.0,0.0
4999,21.0,69.0,1.0,60.0,300.0,1.0,6.6,1017.9,5.9,0.0,0.0
5000,14.0,49.0,1.0,60.0,400.0,1.0,13.0,1018.1,4.9,0.0,0.9
5001,15.0,38.0,7.0,57.0,400.0,8.0,17.5,1018.5,3.0,0.0,0.8
5002,16.0,36.0,6.0,49.0,400.0,17.0,19.6,1018.0,3.3,0.0,1.0
5003,11.0,37.0,3.0,47.0,400.0,23.0,21.4,1016.7,2.6,0.0,0.8
5004,11.0,28.0,1.0,41.0,300.0,35.0,23.0,1015.9,-0.5,0.0,1.1
5005,15.0,20.0,2.0,30.0,200.0,49.0,23.4,1014.7,1.7,0.0,2.0
5006,3.0,27.0,1.0,28.0,200.0,67.0,24.5,1013.5,-0.7,0.0,2.5
5007,7.0,28.0,1.0,22.0,100.0,81.0,24.6,1012.5,2.7,0.0,3.5
5008,6.0,25.0,1.0,18.0,100.0,79.0,24.5,1011.8,2.6,0.0,2.8
5009,9.0,32.0,1.0,22.0,100.0,76.0,22.7,1011.5,3.2,0.0,3.4
5010,7.0,40.0,1.0,30.0,200.0,68.0,20.8,1011.5,3.0,0.0,2.7
5011,11.0,47.0,1.0,37.0,200.0,63.0,19.4,1011.5,3.9,0.0,2.6
5012,14.0,56.0,1.0,47.0,200.0,50.0,18.6,1011.7,4.0,0.0,2.1
5013,14.0,56.0,1.0,47.0,200.0,50.0,14.7,1012.4,6.3,0.0,1.2
5014,20.0,62.0,1.0,50.0,200.0,47.0,12.2,1012.7,7.5,0.0,0.6
5015,24.0,62.0,3.0,72.0,300.0,17.0,13.0,1012.8,6.8,0.0,1.2
5016,26.0,76.0,1.0,79.0,500.0,1.0,11.8,1013.0,7.5,0.0,0.7
5017,31.0,114.0,1.0,76.0,600.0,1.0,11.3,1013.1,7.6,0.0,1.3
5018,37.0,98.0,2.0,74.0,500.0,1.0,10.4,1013.0,8.0,0.0,0.5
5019,28.0,70.0,5.0,71.0,300.0,1.0,9.3,1012.5,7.7,0.0,1.2
5020,26.0,73.0,4.0,67.0,400.0,1.0,9.4,1012.8,6.5,0.0,0.6
5021,26.0,71.0,4.0,68.0,400.0,1.0,9.0,1012.5,7.1,0.0,0.8
5022,27.0,78.0,5.0,53.0,500.0,1.0,8.7,1012.9,7.3,0.0,0.6
5023,29.0,84.0,3.0,50.0,500.0,1.0,8.7,1013.5,7.6,0.0,0.6
5024,36.0,163.0,3.0,49.0,500.0,1.0,14.0,1014.2,7.1,0.0,1.1
5025,17.0,44.0,4.0,43.0,300.0,6.0,17.1,1014.5,6.9,0.0,1.2
5026,21.0,70.0,5.0,43.0,500.0,9.0,19.0,1014.2,6.5,0.0,1.2
5027,27.0,54.0,6.0,43.0,500.0,20.0,20.7,1013.7,2.5,0.0,1.1
5028,26.0,75.0,16.0,57.0,800.0,29.0,22.0,1012.7,4.1,0.0,1.2
5029,46.0,86.0,22.0,59.0,900.0,44.0,23.5,1011.6,5.8,0.0,2.5
5030,48.0,90.0,20.0,60.0,900.0,63.0,24.7,1010.2,6.0,0.0,1.4
5031,52.0,84.0,19.0,60.0,800.0,80.0,24.7,1009.4,6.9,0.0,2.5
5032,67.0,100.0,17.0,56.0,700.0,105.0,24.7,1008.7,6.4,0.0,2.8
5033,58.0,88.0,12.0,40.0,500.0,120.0,23.4,1008.3,6.6,0.0,2.8
5034,48.0,61.0,10.0,41.0,400.0,104.0,20.8,1008.2,8.4,0.0,1.0
5035,42.0,73.0,10.0,54.0,500.0,83.0,16.5,1008.2,10.8,0.0,0.0
5036,45.0,83.0,8.0,73.0,600.0,55.0,14.4,1008.7,10.4,0.0,0.0
5037,56.0,103.0,8.0,105.0,800.0,19.0,13.5,1008.8,10.7,0.0,0.0
5038,56.0,113.0,7.0,114.0,1000.0,1.0,13.8,1008.6,10.4,0.0,0.9
5039,67.0,120.0,6.0,98.0,1600.0,1.0,14.1,1008.5,10.5,0.0,1.0
5040,67.0,120.0,6.0,98.0,1600.0,1.0,13.6,1008.1,10.2,0.0,1.2
5041,85.0,175.0,8.0,110.0,1700.0,1.0,12.9,1008.0,9.9,0.0,1.0
5042,87.0,165.0,9.0,105.0,1600.0,1.0,12.2,1007.7,10.3,0.0,0.6
5043,93.0,164.0,10.0,100.0,1800.0,1.0,11.6,1007.2,10.2,0.0,0.5
5044,94.0,141.0,11.0,95.0,1800.0,1.0,10.5,1007.1,9.7,0.0,0.1
5045,87.0,134.0,10.0,91.0,1600.0,1.0,10.0,1007.1,9.4,0.0,0.5
5046,80.0,122.0,7.0,80.0,1500.0,1.0,10.0,1007.5,9.7,0.0,0.7
5047,84.0,207.0,6.0,74.0,1400.0,1.0,10.2,1007.6,9.9,0.0,0.8
5048,67.0,132.0,6.0,70.0,1300.0,1.0,13.3,1008.0,11.0,0.0,1.2
5049,86.0,157.0,10.0,71.0,1600.0,1.0,16.4,1007.7,10.7,0.0,1.9
5050,107.0,176.0,18.0,73.0,1700.0,6.0,18.4,1007.5,11.0,0.0,1.0
5051,127.0,193.0,25.0,80.0,1600.0,17.0,20.5,1006.9,11.1,0.0,1.3
5052,136.0,215.0,26.0,101.0,1700.0,23.0,21.6,1006.1,11.3,0.0,1.0
5053,159.0,231.0,24.0,139.0,1700.0,44.0,23.1,1005.0,11.8,0.0,1.7
5054,172.0,231.0,22.0,160.0,1900.0,58.0,24.6,1004.3,12.2,0.0,0.9
5055,184.0,241.0,26.0,165.0,2000.0,73.0,24.3,1004.0,11.9,0.0,1.7
5056,188.0,210.0,36.0,78.0,1400.0,184.0,23.7,1003.9,11.4,0.0,1.7
5057,224.0,254.0,39.0,54.0,1300.0,212.0,22.7,1003.9,11.7,0.0,1.5
5058,226.0,259.0,40.0,56.0,1300.0,204.0,20.0,1003.9,13.0,0.0,0.2
5059,244.0,289.0,40.0,64.0,1400.0,195.0,17.2,1004.3,13.5,0.0,0.0
5060,244.0,289.0,40.0,64.0,1400.0,195.0,16.0,1004.4,13.7,0.0,0.0
5061,266.0,295.0,25.0,123.0,1900.0,67.0,15.5,1005.0,14.4,0.0,0.1
5062,280.0,311.0,37.0,140.0,2000.0,59.0,14.8,1005.1,14.0,0.0,0.8
5063,266.0,275.0,42.0,83.0,1700.0,99.0,14.4,1004.9,13.6,0.0,0.0
5064,266.0,275.0,42.0,83.0,1700.0,99.0,14.2,1005.0,12.8,0.0,1.5
5065,207.0,208.0,24.0,63.0,1100.0,75.0,14.2,1004.8,12.2,0.0,0.6
5066,186.0,204.0,19.0,49.0,900.0,74.0,13.1,1004.5,12.2,0.0,0.5
5067,192.0,205.0,16.0,46.0,900.0,66.0,13.2,1004.4,11.6,0.0,0.5
5068,200.0,206.0,13.0,42.0,900.0,63.0,12.4,1004.6,11.5,0.0,0.0
5069,207.0,219.0,12.0,51.0,900.0,50.0,12.0,1004.9,11.5,0.0,0.4
5070,207.0,224.0,11.0,58.0,900.0,35.0,12.1,1005.2,11.8,0.0,0.7
5071,211.0,226.0,10.0,64.0,1000.0,22.0,12.7,1005.6,12.5,0.0,0.8
5072,222.0,238.0,11.0,72.0,1000.0,14.0,13.3,1005.9,12.5,0.0,0.8
5073,242.0,298.0,11.0,84.0,1300.0,8.0,14.8,1006.0,12.1,0.0,1.2
5074,293.0,348.0,10.0,105.0,1800.0,2.0,16.2,1006.5,12.2,0.0,0.9
5075,279.0,327.0,12.0,106.0,1800.0,6.0,17.3,1006.2,12.2,0.0,1.4
5076,293.0,344.0,14.0,120.0,2000.0,6.0,18.5,1005.8,12.7,0.0,1.1
5077,295.0,325.0,19.0,118.0,1800.0,24.0,19.3,1005.2,12.6,0.0,2.0
5078,299.0,313.0,24.0,99.0,1700.0,60.0,20.1,1004.8,12.8,0.0,0.6
5079,262.0,279.0,21.0,64.0,1400.0,115.0,20.2,1004.6,12.7,0.0,1.3
5080,242.0,255.0,20.0,52.0,1200.0,135.0,20.1,1004.6,14.5,0.0,0.7
5081,234.0,254.0,21.0,47.0,1200.0,145.0,19.0,1005.0,14.5,0.0,0.1
5082,238.0,249.0,21.0,46.0,1200.0,141.0,17.0,1005.5,13.7,0.0,0.0
5083,238.0,250.0,21.0,46.0,1271.294377232746,132.3756,15.5,1006.1,13.5,0.0,0.0
5084,293.0,280.0,13.7088,73.0868,1271.294377232746,81.6102,14.6,1006.8,13.1,0.0,0.0
5085,297.0,286.0,10.2816,109.6302,1271.294377232746,37.0566,14.5,1007.5,13.4,0.0,0.7
5086,307.0,305.0,9.1392,123.3853,1271.294377232746,14.1372,14.5,1008.0,13.4,0.0,0.8
5087,309.0,310.0,8.8536,133.2397,1271.294377232746,1.4994,14.8,1008.3,13.2,0.0,1.1
5088,270.0,285.0,10.0,125.0,1800.0,5.0,14.6,1008.2,13.1,0.0,0.9
5089,276.0,310.0,9.0,121.0,1800.0,1.0,14.3,1008.4,12.8,0.0,0.7
5090,315.0,311.0,8.0,92.0,1600.0,14.0,14.0,1008.5,12.9,0.0,0.6
5091,309.0,272.0,5.0,75.0,1500.0,25.0,14.6,1008.7,13.5,0.0,0.8
5092,307.0,268.0,5.0,88.0,1500.0,16.0,15.1,1008.8,13.5,0.0,0.8
5093,267.0,268.0,6.0,88.0,1500.0,6.0,15.0,1009.6,13.5,0.0,0.9
5094,296.0,308.0,6.0,85.0,1500.0,18.0,15.3,1010.4,13.7,0.0,0.5
5095,263.0,309.0,7.0,78.0,1300.0,25.0,15.8,1011.2,14.2,0.0,0.5
5096,238.0,199.0,8.0,66.0,1200.0,34.0,16.2,1012.2,14.4,0.0,0.6
5097,200.0,204.0,8.0,73.0,1200.0,25.0,16.9,1013.2,14.7,0.0,1.5
5098,206.0,204.0,9.0,68.0,1300.0,32.0,17.0,1013.7,14.6,0.0,0.7
5099,169.0,184.0,13.0,77.0,1500.0,23.0,17.0,1013.8,14.6,0.0,1.4
5100,183.0,223.0,12.0,105.0,1700.0,4.0,17.5,1013.4,14.9,0.0,1.4
5101,183.0,223.0,12.0,105.0,1700.0,4.0,18.5,1013.0,15.0,0.0,1.3
5102,206.0,235.0,12.0,102.0,1700.0,18.0,19.1,1012.8,14.8,0.0,2.0
5103,243.0,199.0,14.0,79.0,1600.0,50.0,19.3,1012.7,15.2,0.0,1.0
5104,234.0,205.0,15.0,70.0,1500.0,59.0,19.3,1012.6,14.8,0.0,2.0
5105,198.0,205.0,15.0,60.0,1300.0,63.0,19.0,1012.6,15.1,0.0,1.2
5106,192.0,152.0,16.0,60.0,1300.0,60.0,18.2,1012.6,15.1,0.0,1.1
5107,181.0,145.0,15.0,66.0,1300.0,50.0,18.0,1013.2,15.1,0.0,0.8
5108,154.0,156.0,13.0,80.0,1400.0,25.0,17.9,1013.7,15.3,0.0,0.5
5109,154.0,156.0,13.0,80.0,1400.0,25.0,17.6,1014.2,15.2,0.0,0.6
5110,173.0,130.0,15.0,79.0,1500.0,17.0,17.4,1014.5,15.4,0.0,0.2
5111,173.0,130.0,16.0,78.0,1500.0,18.0,17.0,1014.4,15.7,0.0,0.6
5112,170.0,131.0,14.0,81.0,1500.0,9.0,16.9,1014.2,15.4,0.0,0.4
5113,172.0,141.0,15.0,86.0,1500.0,4.0,16.8,1014.0,15.7,0.0,0.0
5114,167.0,140.0,12.0,87.0,1500.0,1.0,16.4,1013.9,15.4,0.0,0.2
5115,143.0,154.0,10.0,85.0,1600.0,1.0,16.5,1013.6,15.9,0.0,0.6
5116,154.0,184.0,10.0,86.0,1600.0,1.0,16.4,1013.7,15.8,0.0,0.4
5117,172.0,200.0,9.0,83.0,1700.0,1.0,16.7,1013.5,16.2,0.0,0.6
5118,185.0,191.0,8.0,75.0,1500.0,1.0,17.0,1014.1,16.4,0.0,0.5
5119,141.0,124.0,7.0,65.0,1000.0,1.0,17.2,1014.1,16.6,0.0,0.0
5120,129.0,93.0,6.0,59.0,1100.0,1.0,17.6,1014.5,17.0,0.0,0.4
5121,117.0,77.0,7.0,55.0,1200.0,1.0,18.3,1015.0,16.8,0.0,0.7
5122,105.0,115.0,10.0,55.0,1300.0,6.0,19.3,1014.6,17.1,0.0,0.6
5123,133.0,134.0,11.0,60.0,1400.0,7.0,19.7,1014.3,16.9,0.0,1.3
5124,187.0,147.0,18.0,68.0,1500.0,18.0,20.3,1014.0,16.5,0.0,1.4
5125,170.0,126.0,24.0,61.0,1600.0,40.0,21.1,1012.8,17.1,0.0,1.3
5126,165.0,115.0,35.0,49.0,1500.0,64.0,21.2,1012.4,17.0,0.0,1.2
5127,153.0,110.0,41.0,53.0,1600.0,64.0,21.3,1011.6,17.3,0.0,1.1
5128,149.0,115.0,38.0,55.0,1500.0,58.0,20.7,1011.7,17.1,0.0,0.9
5129,153.0,134.0,41.0,53.0,1600.0,64.0,19.9,1011.5,16.9,0.0,0.6
5130,82.93337203901532,129.0,29.0,78.0,1400.0,34.0,18.6,1011.7,16.7,0.0,0.0
5131,110.0,201.0,21.0,101.0,1700.0,6.0,17.7,1012.0,16.6,0.0,0.0
5132,202.0,228.0,15.0,102.0,1900.0,1.0,17.3,1012.2,16.5,0.0,0.1
5133,202.0,228.0,15.0,102.0,2000.0,1.0,17.1,1012.4,16.5,0.0,0.5
5134,199.0,199.0,16.0,99.0,2100.0,1.0,17.2,1012.4,16.7,0.0,0.0
5135,206.0,211.0,14.0,96.0,2200.0,1.0,17.4,1012.0,16.9,0.0,0.1
5136,210.0,226.0,12.0,94.0,2300.0,1.0,17.5,1011.3,17.0,0.0,0.7
5137,229.0,226.0,11.0,89.0,2400.0,1.0,17.5,1011.1,16.9,0.0,1.2
5138,188.0,192.0,11.0,85.0,2300.0,1.0,17.5,1011.0,16.7,0.0,1.0
5139,172.0,186.0,10.0,78.0,2000.0,1.0,17.6,1010.4,16.8,0.0,1.1
5140,160.0,179.0,9.0,71.0,1800.0,1.0,17.6,1010.0,16.8,0.0,1.2
5141,169.0,172.0,8.0,66.0,1700.0,1.0,17.5,1010.1,16.9,0.0,0.7
5142,148.0,156.0,8.0,61.0,1600.0,1.0,17.5,1009.8,17.0,0.8,0.7
5143,127.0,142.0,7.0,55.0,1500.0,1.0,17.4,1010.4,17.1,0.4,0.9
5144,144.0,142.0,6.0,52.0,1500.0,1.0,17.7,1010.9,17.4,0.6,1.1
5145,140.0,95.0,6.0,50.0,1400.0,1.0,17.3,1011.2,17.0,0.2,0.8
5146,140.0,45.0,6.0,50.0,1200.0,1.0,17.1,1011.5,16.8,0.2,0.5
5147,86.0,6.0,5.0,55.0,1000.0,4.0,16.9,1011.5,16.6,0.2,0.6
5148,43.0,43.0,3.0,54.0,1271.294377232746,11.1384,18.0,1011.2,16.3,0.0,1.2
5149,26.0,26.0,3.0,40.0,1271.294377232746,28.7028,20.2,1010.3,16.2,0.1,1.7
5150,31.0,31.0,6.0,27.0,500.0,48.0,22.1,1010.0,14.7,0.0,1.4
5151,18.0,18.0,6.0,14.0,1271.294377232746,70.2576,22.1,1010.0,13.2,0.0,1.7
5152,14.0,14.0,4.0,11.0,1271.294377232746,77.9688,22.3,1010.7,13.6,0.0,1.2
5153,6.0,6.0,4.0,19.0,1271.294377232746,69.4008,20.1,1011.1,15.1,0.0,0.5
5154,11.0,11.0,3.0,19.0,1271.294377232746,68.1156,17.8,1011.4,14.3,0.0,0.0
5155,3.0,13.0,3.0,25.0,1271.294377232746,60.4044,15.2,1012.6,13.6,0.0,0.0
5156,17.0,42.0,2.0,39.0,1271.294377232746,31.4874,14.6,1013.4,14.0,0.0,0.6
5157,41.0,55.0,3.0,61.0,1271.294377232746,1.071,13.9,1014.4,13.4,0.0,0.0
5158,35.0,55.0,3.0,70.0,800.0,1.0,13.8,1015.2,13.5,0.0,0.4
5159,37.0,51.0,3.0,51.0,500.0,15.0,13.4,1015.6,13.2,0.0,0.6
5160,32.0,51.0,3.0,37.0,400.0,23.0,13.5,1016.2,13.2,0.0,0.6
5161,32.0,21.0,4.0,50.0,500.0,6.0,12.3,1016.3,12.1,0.0,0.1
5162,35.0,8.0,5.0,45.0,400.0,8.0,11.6,1016.6,11.4,0.0,0.1
5163,30.0,9.0,2.0,40.0,400.0,2.0,10.5,1016.5,10.3,0.0,0.5
5164,39.0,14.0,2.0,42.0,400.0,1.0,12.4,1017.0,3.9,0.0,2.3
5165,13.0,13.0,5.0,42.0,100.0,24.0,14.6,1017.4,2.1,0.0,1.6
5166,5.0,5.0,5.0,13.0,1271.294377232746,52.0,14.8,1017.5,1.7,0.0,2.6
5167,9.0,9.0,6.0,16.0,100.0,49.0,14.9,1018.0,2.4,0.0,2.3
5168,8.0,27.0,8.0,32.0,200.0,29.0,16.5,1018.8,4.8,0.0,1.2
5169,13.0,26.0,13.0,36.0,300.0,23.0,18.5,1019.0,4.3,0.0,1.5
5170,14.0,23.0,14.0,28.0,300.0,32.0,19.4,1018.7,0.4,0.0,3.0
5171,14.0,23.0,7.0,25.0,200.0,42.0,20.7,1017.9,1.5,0.0,1.8
5172,7.0,19.0,6.0,24.0,200.0,50.0,22.0,1016.7,1.6,0.0,1.7
5173,13.0,19.0,7.0,26.0,200.0,52.0,22.8,1015.6,1.2,0.0,1.1
5174,9.0,9.0,2.0,18.0,100.0,66.0,23.7,1014.4,2.5,0.0,0.9
5175,9.0,16.0,2.0,18.0,100.0,74.0,23.7,1014.2,3.0,0.0,1.9
5176,11.0,12.0,3.0,19.0,200.0,74.0,23.0,1013.3,4.0,0.0,2.2
5177,10.0,25.0,2.0,22.0,100.0,85.0,21.7,1012.4,4.7,0.0,2.5
5178,14.0,29.0,2.0,28.0,100.0,96.0,19.8,1012.2,4.7,0.0,2.3
5179,12.0,23.0,3.0,35.0,200.0,80.0,19.0,1012.0,4.0,0.0,2.6
5180,18.0,34.0,2.0,45.0,300.0,63.0,18.5,1012.5,4.6,0.0,2.8
5181,20.0,37.0,2.0,58.0,300.0,41.0,17.2,1012.8,6.1,0.0,1.2
5182,23.0,63.0,3.0,66.0,300.0,30.0,12.8,1012.8,7.7,0.0,0.0
5183,34.0,74.0,5.0,70.0,300.0,23.0,11.1,1012.7,8.0,0.0,0.5
5184,33.0,75.0,4.0,81.0,400.0,7.0,10.9,1012.5,8.1,0.0,0.9
5185,34.0,78.0,2.0,78.0,600.0,1.0,10.8,1012.8,8.0,0.0,1.1
5186,34.0,69.0,2.0,75.0,500.0,1.0,9.9,1012.9,7.8,0.0,0.6
5187,40.0,88.0,3.0,73.0,600.0,1.0,9.7,1012.7,8.0,0.0,0.9
5188,40.0,79.0,2.0,67.0,600.0,1.0,9.3,1012.8,7.7,0.0,1.3
5189,40.0,62.0,2.0,63.0,400.0,1.0,9.2,1012.9,8.0,0.0,0.6
5190,31.0,43.0,2.0,57.0,400.0,1.0,8.8,1013.3,7.7,0.0,1.1
5191,28.0,31.0,1.0,52.0,300.0,3.0,9.2,1014.4,8.3,0.0,0.6
5192,26.0,73.0,2.0,52.0,300.0,4.0,13.2,1015.0,8.5,0.0,2.0
5193,45.0,101.0,7.0,54.0,600.0,4.0,15.4,1015.5,8.8,0.0,1.7
5194,58.0,119.0,28.0,52.0,1300.0,10.0,16.7,1015.4,8.4,0.0,1.0
5195,83.0,178.0,64.0,63.0,2700.0,17.0,18.2,1014.8,9.8,0.0,1.5
5196,108.0,174.0,76.0,66.0,3200.0,30.0,19.4,1014.1,9.6,0.0,2.7
5197,115.0,165.0,70.0,64.0,3000.0,56.0,20.3,1012.9,10.1,0.0,1.3
5198,108.0,146.0,74.0,60.0,2800.0,75.0,21.1,1011.7,10.3,0.0,1.1
5199,115.0,150.0,72.0,60.0,2600.0,85.0,21.7,1011.4,10.5,0.0,1.4
5200,104.0,155.0,48.0,51.0,2000.0,95.0,21.6,1010.8,12.4,0.0,1.4
5201,100.0,154.0,33.0,52.0,1800.0,99.0,20.3,1010.6,13.7,0.0,0.0
5202,97.0,136.0,26.0,55.0,1700.0,95.0,17.1,1010.3,13.2,0.0,0.0
5203,103.0,166.0,18.0,61.0,1300.0,70.0,15.1,1010.8,13.0,0.0,1.0
5204,66.0,123.0,10.0,51.0,800.0,64.0,17.3,1011.3,14.4,0.0,1.7
5205,49.0,73.0,7.0,37.0,500.0,66.0,17.0,1011.2,14.3,0.0,1.4
5206,47.0,55.0,5.0,40.0,500.0,54.0,16.2,1011.2,13.9,0.0,0.8
5207,41.0,43.0,4.0,44.0,500.0,45.0,15.7,1011.1,13.5,0.0,1.3
5208,40.0,43.0,5.0,45.0,600.0,37.0,15.9,1010.8,12.6,0.0,0.8
5209,41.0,24.0,5.0,45.0,600.0,33.0,15.8,1010.3,12.5,0.0,0.9
5210,32.0,38.0,7.0,49.0,900.0,27.0,15.5,1010.0,11.7,0.0,0.8
5211,40.0,48.0,8.0,55.0,1100.0,17.0,15.2,1009.6,12.0,0.0,0.9
5212,49.0,59.0,10.0,60.0,1400.0,8.0,14.8,1008.9,11.9,0.0,1.1
5213,60.0,71.0,17.0,56.0,1600.0,13.0,14.2,1008.8,12.2,0.0,0.5
5214,59.0,75.0,15.0,63.0,1600.0,3.0,13.6,1008.7,12.3,0.0,0.0
5215,67.0,79.0,20.0,64.0,1800.0,4.0,13.7,1008.8,12.8,0.0,0.4
5216,71.0,99.0,21.0,63.0,1800.0,4.0,15.0,1009.5,12.7,0.0,1.0
5217,80.0,107.0,28.0,60.0,2000.0,9.0,16.8,1009.7,12.5,0.0,1.2
5218,99.0,136.0,48.0,61.0,2300.0,17.0,18.0,1009.5,12.9,0.0,1.1
5219,103.0,145.0,70.0,68.0,2600.0,21.0,19.1,1009.0,12.6,0.0,1.1
5220,121.0,156.0,72.0,71.0,2300.0,39.0,20.3,1008.2,13.0,0.0,0.8
5221,129.0,150.0,70.0,76.0,2400.0,52.0,21.5,1007.2,12.9,0.0,1.7
5222,136.0,165.0,68.0,79.0,2500.0,76.0,22.0,1006.8,13.1,0.0,2.3
5223,172.0,217.0,66.0,94.0,2900.0,88.0,22.1,1006.7,13.2,0.0,2.7
5224,190.0,248.0,53.0,84.0,2500.0,120.0,22.1,1006.6,14.0,0.0,1.4
5225,181.0,207.0,39.0,58.0,2000.0,156.0,20.8,1006.5,14.7,0.0,1.0
5226,177.0,196.0,35.0,57.0,2000.0,151.0,18.5,1006.8,14.8,0.0,0.0
5227,183.0,206.0,26.0,64.0,1900.0,124.0,16.5,1007.7,14.7,0.0,0.2
5228,196.0,235.0,15.0,86.0,2100.0,68.0,16.6,1008.4,14.2,0.0,0.7
5229,231.0,237.0,11.0,102.0,2200.0,41.0,16.2,1008.9,14.2,0.0,0.6
5230,236.0,288.0,11.0,121.0,2300.0,30.0,15.5,1009.5,14.0,0.0,0.0
5231,298.0,361.0,12.0,123.0,2400.0,31.0,14.8,1010.0,14.0,0.0,0.6
5232,330.0,353.0,11.0,133.0,2900.0,8.0,15.1,1010.0,14.1,0.0,0.7
5233,277.0,292.0,9.0,128.0,3000.0,1.0,14.8,1010.5,14.0,0.0,0.8
5234,300.0,316.0,8.0,126.0,3000.0,1.0,14.6,1010.8,14.0,0.0,0.8
5235,269.0,286.0,7.0,110.0,2900.0,1.0,14.3,1010.5,13.8,0.0,1.1
5236,240.0,240.0,7.0,98.0,2800.0,1.0,14.2,1011.0,13.6,0.0,0.6
5237,221.0,241.0,8.0,98.0,2800.0,1.0,13.9,1011.7,13.4,0.0,1.0
5238,225.0,253.0,7.0,98.0,2700.0,1.0,13.7,1012.2,13.4,0.0,1.0
5239,283.0,289.0,7.0,93.0,2700.0,1.0,13.8,1012.7,13.5,0.0,0.8
5240,258.0,279.0,7.0,81.0,2400.0,8.0,14.8,1013.7,14.5,0.0,1.2
5241,267.0,305.0,10.0,83.0,2500.0,8.0,16.6,1014.8,14.4,0.0,1.5
5242,317.0,321.0,22.0,81.0,2400.0,12.0,18.3,1015.1,13.8,0.0,1.3
5243,301.0,317.0,33.0,85.0,2300.0,18.0,19.7,1015.3,13.6,0.0,1.9
5244,303.0,330.0,44.0,88.0,2300.0,32.0,20.5,1014.8,14.2,0.0,1.6
5245,327.0,358.0,49.0,102.0,2300.0,47.0,21.9,1014.2,14.3,0.0,1.2
5246,346.0,346.0,45.0,103.0,2300.0,84.0,22.8,1014.0,14.1,0.0,1.0
5247,310.0,323.0,40.0,94.0,2000.0,122.0,23.3,1014.2,14.0,0.0,1.1
5248,310.0,323.0,40.0,94.0,1800.0,173.0,22.6,1014.3,15.7,0.0,0.5
5249,322.0,324.0,34.0,85.0,1900.0,159.0,21.1,1014.5,16.1,0.0,0.1
5250,266.0,271.0,27.0,72.0,1700.0,158.0,18.3,1015.1,15.4,0.0,0.0
5251,276.0,287.0,17.0,72.0,1600.0,108.0,16.8,1015.6,15.1,0.0,0.0
5252,257.0,287.0,8.0,130.0,2400.0,17.0,16.0,1016.4,15.0,0.0,0.2
5253,280.0,313.0,9.0,163.0,3100.0,1.0,15.7,1017.0,14.9,0.0,0.5
5254,357.0,362.0,9.0,169.0,2900.0,1.0,15.9,1017.8,14.9,0.0,0.9
5255,326.0,346.0,7.0,146.0,3200.0,1.0,15.4,1017.7,14.6,0.0,0.9
5256,324.0,336.0,7.0,138.0,2900.0,1.0,15.2,1018.1,14.4,0.0,1.1
5257,313.0,319.0,7.0,125.0,2500.0,1.0,14.8,1018.0,14.2,0.0,0.0
5258,303.0,310.0,6.0,120.0,2300.0,1.0,14.0,1017.7,13.4,0.0,0.0
5259,321.0,310.0,5.0,115.0,2400.0,1.0,13.3,1017.4,13.0,0.0,0.6
5260,312.0,268.0,6.0,109.0,2400.0,1.0,13.8,1017.5,13.6,0.0,0.6
5261,297.0,253.0,5.0,100.0,2400.0,1.0,13.6,1017.7,13.4,0.0,0.8
5262,267.0,274.0,5.0,100.0,2300.0,1.0,13.6,1018.0,13.4,0.0,0.7
5263,267.0,279.0,6.0,96.0,2100.0,1.0,13.9,1018.3,13.7,0.0,0.6
5264,282.0,279.0,9.0,93.0,2200.0,1.0,15.5,1018.8,15.5,0.0,1.3
5265,230.0,207.0,10.0,83.0,2200.0,1.0,15.5,1019.0,15.0,0.0,1.1
5266,185.0,153.0,12.0,70.0,2800.0,4.0,16.5,1019.3,15.0,0.0,1.4
5267,173.0,205.0,14.0,79.0,3000.0,4.0,18.1,1018.6,15.0,0.0,1.6
5268,293.0,346.0,11.0,82.0,3200.0,2.0,19.5,1018.0,15.6,0.0,1.4
5269,239.0,223.0,17.0,78.0,2600.0,22.0,20.1,1016.9,15.5,0.0,2.2
5270,186.0,151.0,16.0,70.0,2500.0,20.0,20.1,1016.3,15.5,0.0,1.0
5271,166.0,97.0,16.0,67.0,2400.0,35.0,20.6,1015.9,15.2,0.0,0.9
5272,167.0,124.0,25.0,65.0,2400.0,54.0,20.5,1014.8,15.3,0.0,1.3
